Judul,Konsentrasi
penerapan model pembelajaran berbasis proyek untuk meningkatkan hasil belajar keterampilan komputer dan pengelolaan informasi siswa kelas xi tkj1 di smk negeri 1 siau timur,tkj
penerapan model pembelajaran berbasis proyek untuk meningkatkan hasil belajar komputer dan jaringan dasar siswa kelas x teknik komputer dan jaringan smk kristen kawangkoan,tkj
penerapan model pembelajaran berbasis proyek untuk meningkatkan hasil belajar multimedia siswa kelas x smk negeri i bau-bau,multimedia
penerapan model pembelajaran berbasis proyek untuk meningkatkan hasil belajar multimedia smk negeri 1 motoling timur,multimedia
penerapan model pembelajaran berbasis proyek untuk meningkatkan hasil belajar perakitan komputer siswa kelas xi teknik komputer dan jaringan smk negeri 1 siau timur,tkj
penerapan model pembelajaran berbasis proyek untuk meningkatkan hasil belajar simulasi dan komunikasi digital siswa kelas x agribisnis tanaman smk pp gmim tomohon,multimedia
penerapan model pembelajaran berbasis proyek untuk meningkatkan hasil belajar simulasi dan komunikasi digital siswa kelas x smk negeri 2 tondano,multimedia
penerapan model pembelajaran berbasis proyek untuk meningkatkan hasil belajar simulasi dan komunikasi digital siswa kelas x smk negeri suluun,multimedia
penerapan model pembelajaran berbasis proyek untuk meningkatkan hasil belajar sistem operasi kelas x siswa smk negeri 3 tondano,tkj
penerapan model pembelajaran berbasis proyek untuk meningkatkan hasil belajar sistem operasi siswa kelas x teknik komputer dan jaringan smk negeri 3 tondano,tkj
penerapan model pembelajaran berbasis proyek untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas viii smp negeri 3 melonguane talaud,undefined
penerapan model pembelajaran berbasis proyek untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas viii smp negeri 3 satap tombulu,undefined
penerapan model pembelajaran berbasis proyek untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas x sma negeri 1 kawangkoan,undefined
penerapan model pembelajaran berbasis proyek untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas x sma negeri 1 poigar.,undefined
penerapan model pembelajaran berbasis proyek untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas xi ipa 2 sma negeri 1 bolaang,undefined
penerapan model pembelajaran berbasis proyek untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas xi sma negeri 1 kawangkoan,undefined
penerapan model pembelajaran berbasis proyek untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas xi sma negeri 1 pineleng.,undefined
penerapan model pembelajaran blended learning untuk meningkat hasil belajar siswa smk,undefined
penerapan model pembelajaran creative problem solving untuk meningkatkan hasil belajar teknik jaringan dasar siswa smk negeri 1 airmadidi,tkj
penerapan model pembelajaran creative problem solving untuk meningkatkan hasil belajar teknologi informasi dan komunikasi kelas xi sma kristen 1 tomohon,undefined
penerapan model pembelajaran demonstrasi untuk meningkatkan belajar keterampilan komputer dan pengelolaan informasi siswa kelas x teknik komputer dan jaringan smk negeri 1 kotabunan,tkj
penerapan model pembelajaran demonstrasi untuk meningkatkan hasil belajar jaringan komputer dasar kelas x smk negeri 1 likupang barat,tkj
penerapan model pembelajaran demonstrasi untuk meningkatkan hasil belajar keterampilan komputer dan pengelolaan informasi siswa kelas x teknik komputer dan jaringan smk negeri 1 kakas,tkj
penerapan model pembelajaran demonstrasi untuk meningkatkan hasil belajar komputer dan jaringan dasar siswa kelas x teknik komputer dan jaringan smk muhammadiyah naha,tkj
penerapan model pembelajaran demonstrasi untuk meningkatkan hasil belajar menerapkan fungsi peripheral siswa kelas x teknik komputer dan jaringan 1 smk negeri 5 manado,tkj
penerapan model pembelajaran demonstrasi untuk meningkatkan hasil belajar merakit komputer siswa kelas x teknik komputer dan jaringan smk negeri 1 tahuna,tkj
penerapan model pembelajaran demonstrasi untuk meningkatkan hasil belajar merakit personal komputer siswa kelas x teknik komputer dan jaringan smk dharma bhakti tomohon.,tkj
penerapan model pembelajaran demonstrasi untuk meningkatkan hasil belajar perakitan komputer siswa kelas x multimedia smk kristen 1 tomohon,multimedia
penerapan model pembelajaran demonstrasi untuk meningkatkan hasil belajar sistem informasi siswa kelas x teknik komputer dan jaringan siswa kristen lirung,rpl
penerapan model pembelajaran demontrasi untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas x sma negeri 1 kawangkoan,undefined
penerapan model pembelajaran discovery learning untuk meningkatkan hasil belajar simulasi dan komunikasi digital siswa kelas x teknik komputer dan jaringan smk negeri 7 talaud,multimedia
penerapan model pembelajaran explicit instruction  untuk meningkatkan hasil belajar sistem operasi siswa kelas x teknik komputer dan jaringan smk kristen imanuel laikit,tkj
penerapan model pembelajaran group investigation untuk meningkatkan hasil belajar sistem operasi siswa kelas xi smk bina karya tobelo,tkj
penerapan model pembelajaran group investigation untuk meningkatkan hasil belajar teknologi informasi dan komunikasi kelas xi ipa ii sma negeri 1 tompaso,undefined
penerapan model pembelajaran group investigation untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas vii mts al. fajar ngalipaeng ii,undefined
penerapan model pembelajaran group investigation untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas x sma negeri 1 tatoareng,undefined
penerapan model pembelajaran inquiry terhadap hasil belajar keterampilan komputer dan pengelolaan informasi siswa kelas x smk negeri 1 motoling,tkj
penerapan model pembelajaran inquiry untuk meningkatkan hasil belajar keterampilan komputer dan pengelolaan informasi siswa kelas xi teknik komputer dan jaringan smk kristen tombatu,tkj
penerapan model pembelajaran inqury terbimbing untuk meningkatkan hasil belajar jaringan lan siswa kelas xi smk negeri i tahuna,tkj
penerapan model pembelajaran jigsaw untuk menigkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas vii a smp negeri 9 bitung,undefined
penerapan model pembelajaran jigsaw untuk meningkatkan hasil belajar instalasi sistem operasi dasar siswa kelas x teknik komputer dan jaringan smk al-khairaat manado,tkj
penerapan model pembelajaran jigsaw untuk meningkatkan hasil belajar keterampilan komputer dan pengelolaan informasi siswa kelas x teknik komputer dan jaringan 1 smk negeri 1 ratahan,tkj
penerapan model pembelajaran jigsaw untuk meningkatkan hasil belajar keterampilan komputer dan pengelolaan informasi siswa kelas x teknik komputer dan jaringan smk negeri 2 bitung,tkj
penerapan model pembelajaran jigsaw untuk meningkatkan hasil belajar simulasi digital siswa kelas x teknik komputer dan jaringan smk negeri 2 bitung,multimedia
penerapan model pembelajaran jigsaw untuk meningkatkan hasil belajar sistem komputer siswa kelas x teknik komputer dan jaringan smk negeri 3 tondano,tkj
penerapan model pembelajaran konstruktivisme tipe investigasi untuk meningkatkan hasil belajar keterampilan komputer dan pengelolaan informasi siswa kelas x teknik komputer dan jaringan di smk yadika langowan.,tkj
penerapan model pembelajaran konstruktivisme untuk meningkatkan hasil belajar jaringan dasar siswa  kelas x smk negeri 1 sinonsayang,tkj
penerapan model pembelajaran kooperatif group investigation untuk meningkatkan hasil belajar simulasi dan komunikasi digital siswa kelas x smk kristen kawangkoan,multimedia
penerapan model pembelajaran kooperatif murder untuk meningkatkan hasil belajar  jaringan dasar komputer siswa kelas x smk anugrah tondano,tkj
penerapan model pembelajaran kooperatif stad untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas viii h smp negeri 1 amurang,undefined
penerapan model pembelajaran kooperatif think pair share untuk meningkatkan hasil belajar simulasi dan komunikasi digital siswa kelas x aphp smk pp gmim tomohon,multimedia
penerapan model pembelajaran kooperatif tipe group investigation untuk meningkatkan hasil belajar simulasi dan komunikasi digital siswa smk,multimedia
penerapan model pembelajaran kooperatif tipe jigsaw untuk meningkatkan hasil belajar keterampilan komputer dan pengelolaan informasi siswa kelas x akuntansi smk negeri 1 amurang,tkj
penerapan model pembelajaran kooperatif tipe jigsaw untuk meningkatkan hasil belajar keterampilan komputer dan pengelolaan informasi siswa kelas x smk negeri 7 halmahera tengah,tkj
penerapan model pembelajaran kooperatif tipe jigsaw untuk meningkatkan hasil belajar merakit personal komputer siswa teknik komputer dan jaringan kelas x smk negeri 3 bitung,tkj
penerapan model pembelajaran kooperatif tipe jigsaw untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas x sma negeri 1 tabukan utara,undefined
penerapan model pembelajaran kooperatif tipe murder untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas xi ipa 3 di sma negeri 3 tondano,undefined
penerapan model pembelajaran kooperatif tipe nht untuk meningkatkan hasil belajar teknologi informasi dan komunikasi hasil belajar teknologi informasi dan komunikasi siswa smp satap negeri 1 nanusa,undefined
penerapan model pembelajaran kooperatif tipe stad untuk meningkatkan hasil belajar instalasi sistem operasi siswa kelas x teknik komputer dan jaringan smk yadika langowan,tkj
penerapan model pembelajaran kooperatif tipe stad untuk meningkatkan hasil belajar jaringan dasar siswa kelas x teknik komputer dan jaringan 1 smk negeri 1 tareran,tkj
penerapan model pembelajaran kooperatif tipe stad untuk meningkatkan hasil belajar jaringan komputer siswa kelas x teknik komputer dan jaringan smk negeri 5 bitung,tkj
penerapan model pembelajaran kooperatif tipe stad untuk meningkatkan hasil belajar keterampilan komputer dan pengelolaan informasi siswa kelas x smk negeri 1 airmadidi.,tkj
penerapan model pembelajaran kooperatif tipe stad untuk meningkatkan hasil belajar keterampilan komputer dan pengelolaan informasi siswa kelas x smk negeri 1 tahuna,tkj
penerapan model pembelajaran kooperatif tipe stad untuk meningkatkan hasil belajar simulasi dan komunikasi digital siswa kelas x mak madani manado,multimedia
penerapan model pembelajaran kooperatif tipe stad untuk meningkatkan hasil belajar simulasi dan komunikasi digital siswa smk,multimedia
penerapan model pembelajaran kooperatif tipe stad untuk meningkatkan hasil belajar sistem operasi siswa kelas x teknik komputer dan jaringan smk negeri 1 airmadidi,tkj
penerapan model pembelajaran kooperatif tipe stad untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas viii smp negeri 2 motoling timur,undefined
penerapan model pembelajaran kooperatif tipe stad untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas x sma negeri i manado.,undefined
penerapan model pembelajaran kooperatif tipe student team achievement division untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas xi smk berea tondano,undefined
penerapan model pembelajaran kooperatif tipe student team achivement divisions (stand) untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas xi sma negeri 1 kawangkoan,undefined
penerapan model pembelajaran kooperatif tipe team assisted individualization untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas vii smp negeri 3 kombi,undefined
penerapan model pembelajaran kooperatif tipe team assisted individualization untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa smp negeri 1 tondano,undefined
penerapan model pembelajaran langsung untuk meningkatkan hasil belajar jaringan dasar siswa kelas x teknik komputer dan jaringan smk negeri 1 amurang,tkj
penerapan model pembelajaran langsung untuk meningkatkan hasil belajar sistem operasi jaringan siswa kelas xi smk kristen 1 tomohon,tkj
penerapan model pembelajaran langsung untuk meningkatkan hasil belajar sistem operasi siswa kelas x teknik komputer dan jaringan smk negeri 1 suluun tareran,tkj
penerapan model pembelajaran langsung untuk meningkatkan hasil belajar teknik pengambilan gambar siswa kelas x smk negeri 1 tondano,multimedia
penerapan model pembelajaran langsung untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas x di sma kristen schwarz langowan,undefined
penerapan model pembelajaran langsung untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas x sma petra sawang jauh,undefined
penerapan model pembelajaran numbered heads together untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas viii smp negeri 3 motoling timur.,undefined
penerapan model pembelajaran pbl untuk meningkatkan hasil belajar administrasi sistem jaringan siswa smk,tkj
penerapan model pembelajaran problem based learning  untuk meningkatkan hasil belajar dasar desain grafis siswa smk,multimedia
penerapan model pembelajaran problem based learning (pbl) untuk meningkatkan hasil belajar desain produk siswa kelas x dkv smk negeri 3 tondano,multimedia
penerapan model pembelajaran problem based learning pada mata pelajaran multimedia di smk,multimedia
penerapan model pembelajaran problem based learning untuk meningkatkan hasil belajar dasar-dasar program keahlian siswa kelas x tjkt 2 smk negeri 2 bitung,tkj
penerapan model pembelajaran problem based learning untuk meningkatkan hasil belajar keterampilan komputer dan pengolahan informasi ( keterampilan komputer dan pengelolaan informasi ) siswa kelas x smk negeri 1 sonder,tkj
penerapan model pembelajaran problem based learning untuk meningkatkan hasil belajar komputer dan jaringan dasar siswa kelas x tki 2 di smk negeri 5 manado,tkj
penerapan model pembelajaran problem based learning untuk meningkatkan hasil belajar simulasi dan komunikasi digital siswa smk,multimedia
penerapan model pembelajaran problem based learning untuk meningkatkan hasil belajar simulasi digital kelas x teknik komputer dan jaringan di smk negeri 1 totikum,multimedia
penerapan model pembelajaran problem based learning untuk meningkatkan hasil belajar sistem operasi siswa kelas x smk negeri 1 bitung,tkj
penerapan model pembelajaran problem based learning untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas vii smp kristen tabita manado,undefined
penerapan model pembelajaran problem posing untuk meningkatkan hasil belajar komunikasi data siswa smk,rpl
penerapan model pembelajaran problem solving untuk meningkatkan hasil belajar keterampilan komputer dan pengelolaan informasi siswa kelas x smk nusantara tondano.,tkj
penerapan model pembelajaran proejct based learning untuk meningkatkan hasil belajar basis data siswa kelas xi rpl a smk cokroaminoto kotamobagu,rpl
penerapan model pembelajaran project based learning untuk meningkatkan hasil belajar dasar desain grafis siswa kelas x multimedia di smk negeri 1 tombulu,multimedia
penerapan model pembelajaran project based learning untuk meningkatkan hasil belajar dasar-dasar design komunikasi visual kelas x dkv smk 2 manado,multimedia
penerapan model pembelajaran project based learning untuk meningkatkan hasil belajar design grafis siswa kelas x teknik komputer dan jaringan smk negeri 8 manado,multimedia
penerapan model pembelajaran project based learning untuk meningkatkan hasil belajar informatika siswa kelas x smk kristen emanuel laikit,rpl
penerapan model pembelajaran project based learning untuk meningkatkan hasil belajar komputer dan jaringan dasar siswa smk,tkj
penerapan model pembelajaran project based learning untuk meningkatkan hasil belajar program dasar siswa kelas x teknik komputer dan jaringan smk negeri 1 kakas,rpl
penerapan model pembelajaran project based learning untuk meningkatkan hasil belajar simulasi digital siswa kelas x teknik komputer dan jaringan 2 smk negeri 3 manado,multimedia
penerapan model pembelajaran quantum teaching untuk meningkatkan hasil belajar jaringan dasar siswa kelas x teknik komputer dan jaringan 2 smk negeri 3 manado,tkj
penerapan model pembelajaran quantum teaching untuk meningkatkan hasil belajar keterampilan komputer dan pengelolaan informasi siswa kelas x di smk negeri 2 manado,tkj
penerapan model pembelajaran quantum untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas ix smp negeri 1 tondano,undefined
penerapan model pembelajaran snowball throwing untuk meningkatkan hasil belajar jaringan dasar siswa kelas x teknik komputer dan jaringan smk kristen kawangkoaan,tkj
penerapan model pembelajaran snowball throwing untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas viii smp kristen tabita manado,undefined
penerapan model pembelajaran stad (student teamsachievement division) untuk meningkatkan hasil belajar sistem operasi siswa kelas x smk negeri 3 tondano,tkj
penerapan model pembelajaran stad untuk meningkatkan hasil belajar keterampilan komputer dan pengelolaan informasi siswa kelas xi smk kristen kawangkoan,tkj
penerapan model pembelajaran stad untuk meningkatkan hasil belajar kompetensi kejuruan teknik komputer dan jaringan kelas x smk negeri 1 tareran,tkj
penerapan model pembelajaran stad untuk meningkatkan hasil belajar simulasi digital kelas x smk negeri 1 motoling timur,multimedia
penerapan model pembelajaran stad untuk meningkatkan hasil belajar sistem operasi siswa kelas x teknik komputer dan jaringan 4 smk negeri 3 manado,tkj
penerapan model pembelajaran stad untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas viiig smp negeri 1 tondano,undefined
penerapan model pembelajaran stad untuk meningkatkan hasil belajar teknik komputer dan jaringan siswa kelas xi teknik komputer dan jaringan smk negeri 1 touluaan,tkj
penerapan model pembelajaran student facilitator dan explaining untuk meningkatkan hasil belajar keterampilan komputer dan pengelolaan informasi siswa smk negeri 1 langowan,tkj
penerapan model pembelajaran student team  division (stad) untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas xi sma negeri 1 tompaso.,undefined
penerapan model pembelajaran student team achievement division dalam meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas x sman 1 kumelembuai,undefined
penerapan model pembelajaran student team achievement division untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas xi ipa 2 sma negeri 1 kakas,undefined
penerapan model pembelajaran student teams achievement divisions untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas viii smp negeri 1 tondano,undefined
penerapan model pembelajaran student teams achivement division untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas viii smp negeri 2 touluaan selatan,undefined
penerapan model pembelajaran team assisted individualization (tai) untuk meningkatkan hasil belajar jaringan dasar kelas x smk negeri 3 tondano,tkj
penerapan model pembelajaran team assisted individualization (tai) untuk meningkatkan hasil belajar jaringan dasar kelas x teknik komputer dan jaringan smk negeri 1 motoling barat,tkj
penerapan model pembelajaran team assisted individualization untuk meningkatkan hasil belajar jaringan dasar siswa kelas x teknik komputer dan jaringan ii smk negeri 3 tondano,tkj
penerapan model pembelajaran team assisted individualization untuk meningkatkan hasil belajar keterampilan komputer dan pengelolaan informasi siswa kelas x smk negeri 1 talaud,tkj
penerapan model pembelajaran team assisted individualization untuk meningkatkan hasil belajar sistem komputer siswa kelas x smk negeri 1 modoinding,rpl
penerapan model pembelajaran team assisted individualization untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas xi ips sma kristen 1 tomohon,undefined
penerapan model pembelajaran team assisted individualization untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas xii ips sma kristen 1 tomohon,undefined
penerapan model pembelajaran team games tournament untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas x sma negeri 1 tombatu,undefined
penerapan model pembelajaran teams games tournament untuk meningkatkan hasil belajar simulasi dan komunikasi digital siswa kelas x di smk negeri 1 ratahan,multimedia
penerapan model pembelajaran think pair share (tps) untuk meningkatkan hasil belajar jaringan dasar siswa kelas x teknik komputer dan jaringan 2 smk negeri 1 bitung,tkj
penerapan model pembelajaran think pair share untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas vii b smp kristen tabita manado,undefined
penerapan model pembelajaran tipe stad untuk meningkatkan hasil belajar praktikum keterampilan komputer dan pengelolaan informasi siswa kelas x smk negeri 1 tondano,tkj
penerapan model pembelajaran tipe stad untuk meningkatkan hasil belajar simulasi digital siswa kelas x tmm smk negeri 2 bitung,multimedia
penerapan model pembelajaran tipe stad untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas x sma negeri 1 kotabunan,undefined
penerapan model pembelajaran tutor sebaya untuk meningkatkan hasil belajar jaringan lan siswa kelas x smk ypk efata kaimana,tkj
penerapan model pembelajaran tutor sebaya untuk meningkatkan hasil belajar keterampilan komputer dan pengelolaan informasi siswa kelas xi teknik komputer dan jaringan smk kristen kawangkoan,tkj
penerapan model pembelajaran tutor sebaya untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas xii sma negeri 1 touluaan,undefined
penerapan model pembelajaran tutorial untuk meningkatkan hasil belajar keterampilan komputer dan pengelolaan informasi siswa kelas x teknik komputer dan jaringan smk negeri 1 langowan,tkj
penerapan model pembelajaran tutorial untuk meningkatkan hasil belajar sistem komputer siswa kelas x di smk anugrah tondano,rpl
penerapan model pembelajaran type jigsaw untuk meningkatkan hasil belajar keterampilan komputer dan pengelolaan informasi siswa kelas x kesehatan smk kezia lolak,tkj
penerapan model pembelejaran konstuktivisme tipe investigasi untuk meningkatkan hasil belajar simulasi digital siswa kelas x di smk negeri 1 tumpaan,multimedia
penerapan model pemebelajaran berbasis masalah untuk meningkatkan hasil belajar simulasi dan komunikasi digital siswa kelas x smk negeri 1 tompasobaru,multimedia
penerapan model pemebelajaran pjbl untuk meningkatkan hasil belajar teknologi jaringan berbasis luas siswa smk,tkj
penerapan model problem based learning (pbl) untuk meningkatkan hasil belajar siswa pada mata pelajaran dasar-dasar teknik jaringan komputer dan telekomunikasi kelas x tjkt smk negeri 1 ratahan,tkj
penerapan model problem based learning untuk meningkatkan hasil belajar administrasi sistem jaringan siswa kelas xi teknik komputer dan jaringan smk likupang,tkj
penerapan model project based learning untuk meningkatkan hasil belajar desain komunikasi visual siswa kelas x smk negeri 1 langowan,multimedia
penerapan model project based learning untuk meningkatkan hasil belajar keterampilan komputer dan pengelolaan informasi siswa kelas xi tgb smk negeri 1 tomohon,tkj
penerapan model project based learning untuk meningkatkan hasil belajar simulasi dan komunikasi digital siswa,multimedia
penerapan model project based learning untuk meningkatkan hasil belajar siswa dasar desain komunikasi visual keals x dkv smk negeri 1 tondano,multimedia
penerapan model teams games tournament (tgt) untuk meningkatkan hasil belajar jaringan dasar siswa kelas x teknik komputer dan jaringan smk kristen lirung,tkj
penerapan pembelajaran berbasis multimedia untuk meningkatkan hasil belajar simulasi digital kelas x smk negeri 1 amurang,multimedia
penerapan pembelajaran berbasis multimedia untuk meningkatkan hasil belajar teknik komputer dan jaringan siswa kelas xii smk kristen bukit sinai bulagi utara kab. bangkep,multimedia
penerapan pembelajaran berbasis proyek untuk meningkatkan hasil belajar keterampilan komputer dan pengelolaan informasi siswa kelas x smk negeri 3 tondano,undefined
penerapan pembelajaran berbasis proyek untuk meningkatkan hasil belajar komputer dan jaringan dasar siswa kelas z smk negeri 1 motoling barat,tkj
penerapan pembelajaran blended learning untuk meningkatkan hasil belajar simulasi dan komunikasi digital siswa smk,multimedia
penerapan pembelajaran kooperatif tipe jigsaw untuk meningkatkan hasil belajar teknologi informasi dan komunikasi siswa kelas vii smp negeri 1 tagulandang utara,undefined
penerapan pembelajaran tutorial untuk meningkatkan hasil belajar desain grafis siswa kelas x smk negeri 1 tumpaan,multimedia
penerapan problem based learning untuk meningkatkan hasil belajar dkv simulasi dan komunikasi digital smk negeri 6 bitung,multimedia
penerapan project based learning untuk meningkatkan hasil belajar dasar desain grafis siswa kelas x multimedia smk negeri 1 tompasobaru,multimedia
penerapan teknik d.o.p dalam film dokumenter eksposisi untuk keanekaragaman sosial budaya,multimedia
pengaruh  model demonstrasi terhadap hasil belajar teknologi informasi dan komunikasi siswa kelas xi sma negeri 1 remboken,undefined
pengaruh antara keatifan dan minat belajar terhadap hasil belajar mata pelajaran simulasi digital di smk negeri 1 motoling,multimedia
pengaruh bimbingan dan motivasi terhadap hasil belajar siswa teknik komputer dan jaringan smk negeri i tombulu,tkj
pengaruh bimbingan orang tua dan motivasi terhadap hasil belajar teknologi informasi dan komunikasi siswa smp negeri 4 lolayan,undefined
pengaruh cara belajar dan fasilitas terhadap prestasi belajar perakitan komputer siswa kelas x teknik komputer dan jaringan smk negeri 2 bitung,tkj
pengaruh e-learning terhadap hasil belajar keterampilan komputer dan pengelolaan informasi siswa rpl di smk muhammadiyah bitung,tkj
pengaruh fasilitas belajar dan motivasi terhadap prestasi belajar siswa kelas x di smk kristen tombatu,undefined
pengaruh game online terhadap kreatifitas belajar siswa smk kristen 3 tomohon,multimedia
pengaruh intelegensi dan motivasi terhadap prestasi belajar kompetensi dasar kejuruan pada siswa smk negeri 1 tareran,undefined
pengaruh kecerdasan intelektual dan motivasi belajar terhadap prestasi belajar produktif siswa smk negeri 2 tondano,undefined
pengaruh kecerdasan interpersonal dan kemampuan komunikasi terhadap prestasi belajar siswa di smk negeri 1 tondano,undefined
pengaruh kepercayaan diri dan motivasi berprestasi terhadap hasil belajar kompetensi keahlian teknik komputer dan jaringan smk negeri 2 bitung,tkj
pengaruh kreatifitas dan minat belajar terhadap hasil belajar keterampilan komputer dan pengelolaan informasi siswa smk negeri 1 tomohon,tkj
pengaruh kreativitas terhadap hasil belajar keterampilan komputer dan pengelolaan informasi siswa smk nusantara tondano,tkj
pengaruh lingkungan keluarga dan disiplin terhadap hasil belajar produktif teknik komputer dan jaringan smk negeri 1 pusomaen,tkj
pengaruh lingkungan keluarga dan fasilitas belajar terhadap hasil belajar teknologi informasi dan komunikasi siswa sma negeri 1 tompaso,undefined
pengaruh lingkungan sekolah dan kebiasaan belajar terhadap hasil belajar teknologi informasi dan komunikasi siswa sma negeri 1 remboken,undefined
pengaruh lingkungan sekolah dan kreativitas hasil belajar keterampilan komputer dan pengelolaan informasi siswa smk kristen kawangkoan,tkj
pengaruh literasi belajar dan media pembelajaran terhadap hasil belajar informatika siswa kelas x smk negeri 1 tenga,multimedia
pengaruh media  pembelajaran  video tutorial terhadap hasil belajar teknik animasi dua dimensi siswa kelas xi smk negeri 1 sonder,multimedia
pengaruh media online terhadap prestasi belajar teknologi informasi dan komunikasi siswa smp negeri 5 belang,undefined
pengaruh media pembelajaran berbasis multimedia terhadap hasil belajar teknologi informasi dan komunikasi siswa smp satu atap negeri 1 kabaruan,multimedia
pengaruh media pembelajaran berbasis teknologi terhadap minat belajar siswa di smk negeri 5 manado,multimedia
pengaruh media pembelajaran berbasis web terhadap hasil belajar siswa pada mata pelajaran simulasi digital,rpl
pengaruh media pembelajaran googlesites terhadap hasil belajar dasar desain grafis siswa kelas x dkv smk negeri 1 ratahan,multimedia
pengaruh media pembelajaran simulasi terhadap hasil belajar komputer dan jaringan dasar siswa kelas x smk negeri 1 tondano,tkj
pengaruh media pembelajaran tutorial terhadap hasil belajar jaringan dasar siswa kelas x teknik komputer dan jaringan smk negeri 2 bitung,tkj
pengaruh media pembelajaran video tutorial terhadap hasil belajar teknologi informasi dan komunikasi siswa kelas xi sma negeri 1 maesaan,multimedia
pengaruh media pemebalajaran simulasi terhadap hasil belajar administrasi infrastruktur jaringan siswa teknik komputer dan jaringan smk negeri 1 bitung,tkj
pengaruh media simulasi jaringan terhadap hasil belajar instalasi perangkat jaringan lokal siswa kelas xi smk negeri 3 tondano,tkj
pengaruh media simulasi terhadap hasil belajar komputer dan jaringan dasar siswa teknik komputer dan jaringan smk kristen 2 tomohon,tkj
pengaruh media simulasi terhadap hasil belajar teknologi jaringan berbasis luas teknik komputer dan jaringan smk negeri 1 bitung,tkj
pengaruh media sosial dan status sosial ekonomi terhadap hasil belajar informatika siswa kelas vii smp negeri 1 kumelembuai,undefined
pengaruh media video youtube terhadap hasil belajar siswa smk,multimedia
pengaruh meotivasi berprestasi terhadap hasil belajar keterampilan komputer dan pengelolaan informasi siswa smk katolik st familia tomohon,tkj
pengaruh metode demonstrasi terhadap hasil belajar jaringan dasar siswa kela x teknik komputer dan jaringan di smk cokroaminoto kotamobagu,tkj
pengaruh metode demonstrasi terhadap hasil belajar jaringan dasar siswa kelas x smk negeri 1 sinonsayang,tkj
pengaruh metode demonstrasi terhadap hasil belajar jaringan dasar siswa kelas x smk negeri 5 bitung,tkj
pengaruh metode demonstrasi terhadap hasil belajar jaringan dasar siswa kelas x teknik komputer dan jaringan di smk negeri 1 amurang,tkj
pengaruh metode demonstrasi terhadap hasil belajar keterampilan komputer dan pengelolaan informasi siswa kelas x smk negeri 1 tagulandang utara,tkj
pengaruh metode demonstrasi terhadap hasil belajar mata pelajaran sistem operasi siswa smk negeri 1 tumpaan,tkj
pengaruh metode demonstrasi terhadap hasil belajar mengoperasikan sistem operasi software dismk negeri 1 pusomaen,rpl
pengaruh metode demonstrasi terhadap hasil belajar simulasi digital siswa kelas x smk negeri 3 manado,multimedia
pengaruh metode demonstrasi terhadap hasil belajar simulasi digital siswa smk negeri 2 bitung,multimedia
pengaruh metode demonstrasi terhadap hasil belajar sistem operasi siswa kelas x smk negeri 1 ratahan,tkj
pengaruh metode demonstrasi terhadap hasil belajar sistem operasi siswa smk cokroaminoto kotamobagu,tkj
